chunk,start,end,n_bg,cut,bg_accept,bg_reject,tt_eff,aa_eff,sig_eff_combined,tt_min,aa_min,tt_eff_avg,aa_eff_avg,n_tt_eff,n_aa_eff
71,3550000,3600000,50000,107.46345520019531,0.0025,0.9975,91.88477702989124,21.54530248219359,56.715039756042415,8.142343521118164,1.6364086866378784,,,,
72,3600000,3650000,50000,99.11654663085938,0.0025,0.9975,93.59095505414281,23.91809958527302,58.75452731970792,8.142343521118164,1.6364086866378784,,,,
73,3650000,3700000,50000,100.51274108886719,0.0025,0.9975,93.31655922854038,23.488405423743572,58.40248232614198,8.142343521118164,1.6364086866378784,,,,
74,3700000,3750000,50000,102.12626647949219,0.0025,0.9975,92.98979095335315,23.01571463300472,58.002752793178935,8.142343521118164,1.6364086866378784,,,,
75,3750000,3800000,50000,98.64312744140625,0.0025,0.9975,93.68097299954029,24.065957192047982,58.87346509579413,8.142343521118164,1.6364086866378784,,,,
76,3800000,3850000,50000,101.64363098144531,0.0025,0.9975,93.09113388143862,23.15459193114734,58.12286290629298,8.142343521118164,1.6364086866378784,,,,
77,3850000,3900000,50000,101.47148132324219,0.0025,0.9975,93.12622789893818,23.202033359578813,58.164130629258494,8.142343521118164,1.6364086866378784,,,,
78,3900000,3950000,50000,94.81427764892578,0.0025,0.9975,94.40313088770407,25.282834366824744,59.842982627264405,8.142343521118164,1.6364086866378784,,,,
79,3950000,4000000,50000,98.18901062011719,0.0025,0.9975,93.77067760549579,24.20383667812034,58.987257141808065,8.142343521118164,1.6364086866378784,,,,
80,4000000,4050000,50000,103.17034149169922,0.0025,0.9975,92.78244976833025,22.718548056443506,57.75049891238688,8.142343521118164,1.6364086866378784,,,,
81,4050000,4100000,50000,95.3903579711914,0.0025,0.9975,94.30053460185076,25.09551782818039,59.698026215015574,8.142343521118164,1.6364086866378784,,,,
82,4100000,4150000,50000,95.76423645019531,0.0025,0.9975,94.22989893907742,24.97178913146809,59.60084403527275,8.142343521118164,1.6364086866378784,,,,
83,4150000,4200000,50000,103.38758087158203,0.0025,0.9975,92.74064133421724,22.656048736769918,57.69834503549358,8.142343521118164,1.6364086866378784,,,,
84,4200000,4250000,50000,97.64697265625,0.0025,0.9975,93.87515392800087,24.37491609307591,59.12503501053839,8.142343521118164,1.6364086866378784,,,,
85,4250000,4300000,50000,97.96746826171875,0.0025,0.9975,93.81364987182178,24.27014582569856,59.04189784876017,8.142343521118164,1.6364086866378784,,,,
86,4300000,4350000,50000,92.71125793457031,0.0025,0.9975,94.78164493359218,25.996723548002016,60.38918424079709,8.142343521118164,1.6364086866378784,,,,
87,4350000,4400000,50000,96.23461151123047,0.0025,0.9975,94.14216389532851,24.822298741305428,59.48223131831697,8.142343521118164,1.6364086866378784,,,,
88,4400000,4450000,50000,103.55084228515625,0.0025,0.9975,92.70765116725657,22.610602932478965,57.65912704986777,8.142343521118164,1.6364086866378784,,,,
89,4450000,4500000,50000,102.07184600830078,0.0025,0.9975,93.0021902426993,23.032405307634534,58.01729777516692,8.142343521118164,1.6364086866378784,,,,
90,4500000,4550000,50000,99.88713073730469,0.0025,0.9975,93.44073117311153,23.682253095938723,58.561492134525125,8.142343521118164,1.6364086866378784,,,,
91,4550000,4600000,50000,96.23193359375,0.0025,0.9975,94.14265628588016,24.823115132999277,59.48288570943972,8.142343521118164,1.6364086866378784,,,,
92,4600000,4650000,50000,93.27222442626953,0.0025,0.9975,94.68719547322985,25.799519598843265,60.243357536036555,8.142343521118164,1.6364086866378784,,,,
93,4650000,4700000,50000,89.39997100830078,0.0025,0.9975,95.33204804478426,27.212421490332108,61.27223476755818,8.142343521118164,1.6364086866378784,,,,
94,4700000,4750000,50000,92.3967514038086,0.0025,0.9975,94.83701648926431,26.11473750285737,60.47587699606084,8.142343521118164,1.6364086866378784,,,,
95,4750000,4800000,50000,88.99301147460938,0.0025,0.9975,95.40102748479296,27.369259405739417,61.38514344526619,8.142343521118164,1.6364086866378784,,,,
96,4800000,4850000,50000,91.15520477294922,0.0025,0.9975,95.04404433484527,26.552142030384285,60.79809318261478,8.142343521118164,1.6364086866378784,,,,
97,4850000,4900000,50000,95.73667907714844,0.0025,0.9975,94.23504665848105,24.980497309535817,59.60777198400844,8.142343521118164,1.6364086866378784,,,,
98,4900000,4950000,50000,96.7478256225586,0.0025,0.9975,94.04471532887884,24.65983679422938,59.35227606155411,8.142343521118164,1.6364086866378784,,,,
99,4950000,5000000,50000,94.708251953125,0.0025,0.9975,94.42143886367003,25.31694139759001,59.869190130630024,8.142343521118164,1.6364086866378784,,,,
100,5000000,5050000,50000,94.48265838623047,0.0025,0.9975,94.46365016277984,25.391868013047752,59.9277590879138,8.142343521118164,1.6364086866378784,,,,
101,5050000,5100000,50000,92.92294311523438,0.0025,0.9975,94.74556613498932,25.921796932544275,60.33368153376679,8.142343521118164,1.6364086866378784,,,,
